1236
51176
6402
4118
6932
641518
87
765
26119
4753
7294
4609
256987
129293
9241
10653
10235
128346
4907
11123
7433
51070
2053
57124
60468
54674
3480
117145
79652
1604
150864
1606
5140
114908
3983
3945
50861
439949
399665
23178
814
92106
944
9725
199
1880
339541
6202
29997
388341
113791
27086
257144
25992
321
4008
388011
472
2289
125144
23177
79608
151556
58473
23370
84441
4869
60674
51386
3646
22877
80762
10399
26751
53373
11168
50854
94039
256380
328
1938
91300
54543
5163
10131
4863
64744
23160
6711
56997
23526
56271
29978
55621
8926
58516
27352
55846
11340
80764
26157
