"cell_names","tSNE1","tSNE2","Cluster","Patient","SampleType","stype","invariantTCR","Units"
"PTC14-20170411",7.20756879955323,-26.455082980345,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC15-20170411",10.5158888146936,-20.6828636529424,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC16-20170411",5.99791557445811,-23.4924561225544,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC19-20170411",10.6898777936837,-29.5390757418571,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC20-20170411",8.23188846742174,-24.1138182050244,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC21-20170411",4.92407343791911,-20.5983525256201,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC25-20170411",5.83956057435099,-20.1820106497699,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC26-20170411",10.5330043692432,-30.0541307790025,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC28-20170411",5.05570351426371,-23.0988040870218,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC30-20170411",5.54640056571458,-24.9807410488518,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC31-20170411",8.09714492246286,-27.9966228057043,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC3-20170411",6.0469658490774,-29.2098677108305,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC32-20170411",8.16798627177724,-27.6976661571206,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC34-20170411",6.05745890851784,-35.8011462162906,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC37-20170411",6.27654424296844,-25.0988571731357,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC38-20170411",5.21421204155801,-24.6865715222811,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC40-20170411",7.37347192461234,-31.6225279692131,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC4-20170411",11.8317623078247,-29.2730027445012,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC42-20170411",7.09528112238742,-18.761633445668,"CD8_C04-GZMK","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC43-20170411",4.90441602505414,-23.3738391478587,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC44-20170411",5.79102033273178,-25.5338262731276,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC46-20170411",-1.51451945466559,-16.6855177689637,"CD8_C04-GZMK","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC47-20170411",5.61171035546681,-25.8804365791845,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC48-20170411",5.62583092724462,-26.243886281727,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC49-20170411",7.8761863796134,-26.9185503673023,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC51-20170411",4.78444760625452,-20.5503453173914,"CD8_C04-GZMK","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC5-20170411",7.86203446885344,-27.745773499431,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC52-20170411",5.07233288401411,-27.372942478291,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC54-20170411",20.6913576242095,-13.8456429568965,"CD8_C02-GPR183","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC55-20170411",6.66495723933562,-19.1511289727908,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC57-20170411",11.7349675582395,-29.3358765532231,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC58-20170411",8.2972746287387,-29.9703939159554,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC59-20170411",5.72113699270901,-25.7097419491811,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC61-20170411",7.73897074946115,-27.0171747524825,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC62-20170411",5.86191911571116,-25.3366179902888,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC63-20170411",4.81207336386013,-23.3801434432086,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC64-20170411",31.206224794951,-25.0319565986141,"CD8_C01-CCR7","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC65-20170411",22.2938353157432,-14.3336903466456,"CD8_C02-GPR183","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC70-20170411",14.3450068626721,-25.5136273529864,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC71-20170411",7.3892305471778,-26.5664325371732,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC7-20170411",4.86292673160246,-21.8271689757078,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC72-20170411",20.7069654298239,-13.7912661438857,"CD8_C02-GPR183","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC74-20170411",8.04225217815203,-29.6662054992698,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC76-20170411",8.15831749799408,-28.0002849441562,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC77-20170411",7.16157108065407,-25.1564632999207,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC78-20170411",7.04018220983408,-25.9977811829294,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC80-20170411",5.9439682396382,-25.2223506558576,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC81-20170411",6.26942096838997,-25.1674699852936,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC84-20170411",7.74339472719639,-26.6206642450567,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC85-20170411",9.7545882883769,-26.453832675416,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC86-20170411",5.14289973553292,-19.8775991906448,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC88-20170411",5.38820510729033,-22.3028822563951,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC9-20170411",22.1321566406368,-15.4008638082969,"CD8_C02-GPR183","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC93-20170411",5.82970848945413,-23.9452133041832,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTC96-20170411",5.19363288952445,-22.6931302342718,"CD8_C03-CX3CR1","P0411","PTC","CD8","diverse","log2(TPM + 1)"
"PTH100-20170411",33.5388568262321,-5.79270058084577,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH102-20170411",13.9171741464562,-27.6776633481378,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH104-20170411",13.1019469691162,-26.4125699946477,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH108-20170411",13.1955447226964,-27.7118145458708,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH109-20170411",14.3546890291744,-25.8569213520328,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH11-20170411",22.098861367297,3.4296957629468,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH112-20170411",36.3088519960452,-4.84499583006638,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH113-20170411",14.2079256256424,-27.3108526027369,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH114-20170411",14.1460570850461,-26.9593572155284,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH115-20170411",24.1897695887035,-0.175931338892497,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH116-20170411",34.4149757003501,-4.33736019942002,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH119-20170411",35.1628950025197,-4.66469208649716,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH1-20170411",36.8958595573382,-3.50877542898216,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH120-20170411",14.5991360326222,-26.9722124135759,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH12-20170411",37.9204174099311,-1.321865212126,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH122-20170411",24.7650319865504,-3.15472281380385,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH127-20170411",33.7951185809804,-2.97256921759291,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH128-20170411",14.6832879883598,-26.5439376884385,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH129-20170411",13.1725226798404,-26.7607508393601,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH130-20170411",26.785097725533,-1.02357873270024,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH132-20170411",13.0101513637404,-26.3873547374696,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH136-20170411",24.1506083527748,-2.72789584701148,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH141-20170411",35.4424246115797,-3.51249110219604,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH14-20170411",26.307728527338,1.04242630210644,"CD4_C04-TCF7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH142-20170411",37.3293137214428,-3.65563822889715,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH145-20170411",35.9984382838837,-4.46747903098168,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH146-20170411",14.3012389744853,-26.2298792942432,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH147-20170411",13.6819212128915,-26.5239434802805,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH150-20170411",35.2988104645209,-4.31238253425014,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH153-20170411",36.0404319921965,-4.51624444195334,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH156-20170411",16.1636601156516,-13.6150081220616,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH157-20170411",12.9506020690383,-26.5247117885311,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH160-20170411",24.5187148714535,-0.31834411352553,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH161-20170411",35.3437494468884,-4.6570206106732,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH16-20170411",29.8049566048533,-3.97105654971033,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH162-20170411",14.6420470877948,-26.6389185716204,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH163-20170411",34.8569900618289,-2.83640336665825,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH166-20170411",13.78703244355,-26.2783011140428,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH171-20170411",38.5464619799513,-3.72231718068242,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH17-20170411",38.5691083968087,-0.475480072935674,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH174-20170411",26.4031670034237,-0.909685874746855,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH175-20170411",13.0617834109212,-27.4317137609729,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH178-20170411",35.1097998372763,-2.91343372991173,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH181-20170411",26.4902857880109,-4.97630941725323,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH182-20170411",21.3809422448763,-8.3378246770948,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH183-20170411",35.5673101561576,-2.29709943597967,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH189-20170411",37.9860295934363,-5.16841626097454,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH190-20170411",29.5969032100415,-2.37346080362203,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH19-20170411",34.8655631021735,-1.96880668994587,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH21-20170411",13.312868901209,-28.4278344236804,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH23-20170411",13.1842073163915,-27.8977557498897,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH24-20170411",15.519881687216,-26.6557543651731,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH27-20170411",14.9017235081197,-26.570711719384,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH28-20170411",39.1139143953372,-1.21963946385102,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH30-20170411",15.0864142101446,-26.6874016120532,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH31-20170411",37.9122038200952,-1.01592712445458,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH32-20170411",39.227057032525,-1.22328884445731,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH35-20170411",35.5007745294976,0.497277949104415,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH37-20170411",13.7532535485327,-28.5728761275713,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH39-20170411",15.6674724702061,-28.2888870803025,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH4-20170411",15.5453244408559,-27.2538644297439,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH42-20170411",13.9377469883357,-28.4398689065999,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH43-20170411",32.7152709299507,-3.38465960201466,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH45-20170411",15.7827464318598,-27.3564007334414,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH49-20170411",13.2006517389955,-28.6080728759977,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH50-20170411",14.9947476233672,-26.5656545267006,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH5-20170411",12.5961238003872,-27.6027206358633,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH53-20170411",31.5194302227127,-2.55595655593493,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH6-20170411",26.2207785012833,0.949000370935317,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH62-20170411",14.2314855883578,-27.5643299552718,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH65-20170411",16.1894664958582,9.6789614540397,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH68-20170411",35.2319419667116,-2.9586714235611,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH69-20170411",32.856681217247,-3.56238585468924,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH70-20170411",16.840935409545,-12.1609830555479,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH73-20170411",14.4609189851759,-7.35554598332756,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH74-20170411",14.0696204201176,-27.2839959209553,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH75-20170411",32.8523187862912,-3.51108495899052,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH76-20170411",23.9587933515846,-3.706321914203,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH77-20170411",38.6550272368892,-0.204314234029347,"CD4_C01-CCR7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH78-20170411",31.2433824085794,-2.41345222863455,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH79-20170411",14.3169019552395,-7.90974202569963,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH85-20170411",12.9560925638382,-26.7191084214856,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH87-20170411",14.849105235016,-26.9429765634187,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH88-20170411",14.4546187165339,-27.7325808871421,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH90-20170411",16.3630631925555,-26.7708115103448,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH91-20170411",28.3239371885276,-0.0926642894753038,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH96-20170411",29.6444476616728,-1.65187869057505,"CD4_C04-TCF7","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH97-20170411",26.6305361112588,-1.08779580379235,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH98-20170411",20.7456812066572,-1.11991657530821,"CD4_C02-ANXA1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTH99-20170411",14.4529792649709,-27.0218731486469,"CD4_C03-CX3CR1","P0411","PTH","CD4","diverse","log2(TPM + 1)"
"PTR10-20170411",31.3339708311692,11.9853368986605,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR1-20170411",34.3541377723092,0.744873888338041,"CD4_C01-CCR7","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR13-20170411",31.6326570701219,3.15286731211313,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR16-20170411",31.1747494510046,12.2844019245805,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR18-20170411",27.9338134864363,4.9692278652524,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR19-20170411",30.3666092429903,7.57032792213183,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR20-20170411",30.7431005764676,13.0615017538589,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR2-20170411",33.1406437254653,3.08516952549137,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR22-20170411",31.1244240064742,11.8272493782168,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR23-20170411",30.4814031278146,10.6874059307706,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR24-20170411",30.9876645266206,1.74383526926348,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR25-20170411",24.533761292262,-0.230008532364923,"CD4_C02-ANXA1","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR27-20170411",30.7654714779181,12.1306922173251,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR31-20170411",31.0777559113186,9.52651593438337,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR34-20170411",31.7790788810249,5.3388185765042,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR35-20170411",33.2323868608873,2.76734276117801,"CD4_C01-CCR7","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR37-20170411",24.1027078788152,-3.74889199400421,"CD4_C02-ANXA1","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR41-20170411",32.8600557902817,11.1837221027097,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR4-20170411",31.4258433931746,9.64455818491358,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR42-20170411",34.9620031402575,0.640427151223013,"CD4_C01-CCR7","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR44-20170411",31.5183514689283,10.6137693144139,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR45-20170411",32.0272889774026,3.58469256559291,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR46-20170411",33.489419898874,3.6670928908184,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR49-20170411",29.2337250976366,-5.07827325705891,"CD4_C02-ANXA1","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR50-20170411",21.3263374479119,-8.42840302035155,"CD4_C02-ANXA1","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR5-20170411",28.2513978337344,5.26865298575648,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR54-20170411",21.7878338783351,-7.66089297574022,"CD4_C02-ANXA1","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR56-20170411",31.1061482244321,11.3743700123107,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR57-20170411",32.077980847165,8.76582372096476,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR58-20170411",33.0777570807423,2.8523529396213,"CD4_C01-CCR7","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR61-20170411",31.6817848054478,11.4114245082103,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR64-20170411",18.6622782451403,-8.44546684536566,"CD4_C02-ANXA1","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR66-20170411",34.2352079410584,-0.432424681633037,"CD4_C01-CCR7","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR70-20170411",30.9610760841943,10.3453644275579,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR73-20170411",31.6218107465221,5.76006126106981,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR74-20170411",30.199864828131,8.24952577411736,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR79-20170411",29.990412440707,11.0087309791931,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR81-20170411",31.427886812494,6.88642793333778,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR8-20170411",32.2280448446554,11.0407778425027,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR82-20170411",30.3704673394672,4.05435430998794,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR84-20170411",31.0690075328147,11.320514093652,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR86-20170411",31.2032677193212,3.61225348182063,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR87-20170411",33.0143564010868,2.60573765100951,"CD4_C01-CCR7","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR90-20170411",31.5468229930238,12.7164652731602,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
"PTR91-20170411",28.3314824286938,9.86365973754568,"CD4_C10-IKZF2","P0411","PTR","CD4","diverse","log2(TPM + 1)"
