"","gene_name","hi_mean","lo_mean","FC","hi_SD","lo_SD","estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"1","CWC25",23.3708134729514,0.357944206361226,65.2917774826792,57.9921446679526,0.084940168873794,23.0128692665901,2.86154822785849,0.00609905552812309,51.001034402832,6.86767917437599,39.1580593588043,"Welch Two Sample t-test","two.sided"
"2","HACD1",49.8191203751089,0.768760226851682,64.8044977289396,99.6347522092876,0.115817447042347,49.0503601482572,3.55002686997691,0.000838274032901078,51.0006515255151,21.3117880120983,76.7889322844161,"Welch Two Sample t-test","two.sided"
"3","TMEM33",18.2315223987344,0.32755574034906,55.6592974963773,46.3647170693218,0.0591885251841403,17.9039666583854,2.78459247658147,0.00750224654379865,51.0007857850841,4.99590210540009,30.8120312113707,"Welch Two Sample t-test","two.sided"
"4","CCR8",227.464887442645,4.34882549334665,52.3049011257518,243.009818716468,2.04412500483416,223.116061949298,6.61966582284225,2.16480243574634e-08,51.0340941560696,155.451480180702,290.780643717894,"Welch Two Sample t-test","two.sided"
"5","GYS1",28.0037374975136,0.544962933031223,51.3864995216274,64.2535467846021,0.13021634404154,27.4587745644824,3.08163715524606,0.00331574881722087,51.0019802969927,9.57031611788545,45.3472330110794,"Welch Two Sample t-test","two.sided"
"6","HDHD3",34.4048683905582,0.713389459684602,48.2273292988783,66.4245938602956,0.252514809512027,33.6914789308736,3.65744669424264,0.000603236604542959,51.0069673220474,15.1981835724231,52.184774289324,"Welch Two Sample t-test","two.sided"
"7","FLAD1",21.2028735593381,0.450875683667106,47.0259859367194,50.7315631912688,0.199302418465615,20.751997875671,2.94962971237919,0.00479319213592797,51.0074407121954,6.62777529812505,34.8762204532169,"Welch Two Sample t-test","two.sided"
"8","HACD3",23.7786605182639,0.509800473054614,46.6430726825091,60.8890582328025,0.250599295593384,23.2688600452093,2.75562512089513,0.00810325573191637,51.0081662128965,6.31662519933374,40.2210948910848,"Welch Two Sample t-test","two.sided"
"9","VPS72",20.6828409972598,0.444504610480451,46.5300932984798,50.7887144672008,0.257243777619384,20.2383363867794,2.87331294183693,0.00590690100187674,51.0123668225832,6.09789386046425,34.3787789130945,"Welch Two Sample t-test","two.sided"
"10","SYT11",19.3985581367175,0.442183238157541,43.8699535910636,48.9813439695267,0.183774300074329,18.95637489856,2.79069139944663,0.00738073336862741,51.0067867168581,5.31947199572923,32.5932778013908,"Welch Two Sample t-test","two.sided"
"11","COMMD2",18.372946198682,0.457761393800755,40.1365131430873,42.5415072326498,0.228708605885564,17.9151848048812,3.0365499151686,0.00376393137167506,51.0139324789733,6.07082302413556,29.7595465856269,"Welch Two Sample t-test","two.sided"
"12","C6orf47",25.2500398432254,0.638687867548493,39.5342406301593,61.3408855773016,0.100202650346406,24.611351975677,2.89323934562608,0.00559533872105637,51.0012866426199,7.53384312664313,41.6888608247108,"Welch Two Sample t-test","two.sided"
"13","JUN",8.17845203635686,0.20916230215985,39.1009849858441,18.1869274654297,0.141150047353189,7.96928973419701,3.15936738922867,0.0026573606000659,51.0290268865326,2.90536591745337,13.0332135509407,"Welch Two Sample t-test","two.sided"
"14","NXPE3",28.6437750831694,0.742329101272183,38.5863561513088,61.8681884922905,0.384100632964857,27.9014459818973,3.25178198400218,0.0020354766448868,51.0185782050608,10.6758154965756,45.127076467219,"Welch Two Sample t-test","two.sided"
"15","CDK17",19.026163393861,0.504478832285731,37.714493009857,49.3071857286037,0.373249131179595,18.5216845615753,2.70840199924033,0.00917851308893173,51.0276150993195,4.79279765659857,32.250571466552,"Welch Two Sample t-test","two.sided"
"16","ARL14EP",19.6504604392344,0.558444924805099,35.1878216926989,50.1600928090139,0.453660781854999,19.0920155144293,2.7441709835684,0.00835156029193852,51.0394104965914,5.12491865992518,33.0591123689335,"Welch Two Sample t-test","two.sided"
"17","PKN1",10.1830769555651,0.294497180939911,34.5778418763298,25.0531039702824,0.16772677358479,9.88857977462521,2.84595512626936,0.00636119545662085,51.0216024871564,2.9130839198357,16.8640756294147,"Welch Two Sample t-test","two.sided"
"18","TMEM94",19.5942548053956,0.585304450926425,33.4770302436307,50.2321787359459,0.109836787948925,19.0089503544692,2.72880740579977,0.00869955003736528,51.0023052727861,5.0240797986927,32.9938209102456,"Welch Two Sample t-test","two.sided"
"19","PQBP1",10.2430060512296,0.311105859882144,32.9245037528702,18.8644393352834,0.0836590860246944,9.93190019134741,3.79638220162783,0.000391500347316372,51.0094812687573,4.67978631323168,15.1840140694631,"Welch Two Sample t-test","two.sided"
"20","DERL2",14.1384076840927,0.431449189651909,32.7695775613797,31.5108799639387,0.385787460921998,13.7069584944408,3.13565611282338,0.00284259976478716,51.0721694782721,4.93146707512423,22.4824499137573,"Welch Two Sample t-test","two.sided"
"21","MOB2",18.7394234950272,0.581068859578177,32.2499187250043,37.0687315060451,0.14913600796105,18.158354635449,3.53226945563755,0.000884630240542504,51.0078035508809,7.83799739522342,28.4787118756745,"Welch Two Sample t-test","two.sided"
"22","RAB33A",18.8015592841242,0.590352641297782,31.8480141679258,43.1754588199759,0.143583040860864,18.2112066428264,3.04152983111937,0.0037119942049757,51.0053320798734,6.19079845175792,30.2316148338949,"Welch Two Sample t-test","two.sided"
"23","MVB12A",19.6874338641278,0.61853354279639,31.8292097387651,50.2972199011738,0.0824787704262152,19.0689003213314,2.73388712225554,0.0085836958939445,51.001296569815,5.06598452379389,33.0718161188688,"Welch Two Sample t-test","two.sided"
